recordIdentifier,subjectID
oai:dash.harvard.edu:1/4513032,yeast and fungi
oai:dash.harvard.edu:1/4513032,Mus (mouse)
oai:dash.harvard.edu:1/4513032,in vitro
oai:dash.harvard.edu:1/4513033,biophysics
oai:dash.harvard.edu:1/4513033,biotechnology
oai:dash.harvard.edu:1/4513033,developmental biology
oai:dash.harvard.edu:1/4513033,germ cells
oai:dash.harvard.edu:1/4513838,science policy
oai:dash.harvard.edu:1/4513838,computational biology
oai:dash.harvard.edu:1/4513838,literature analysis
oai:dash.harvard.edu:1/4513838,mathematics
oai:dash.harvard.edu:1/4513838,statistics
oai:dash.harvard.edu:1/4513839,Ctk1
oai:dash.harvard.edu:1/4513839,RNA polymerase II CTD
oai:dash.harvard.edu:1/4513839,scaffold
oai:dash.harvard.edu:1/4513839,transcription
oai:dash.harvard.edu:1/4551385,immunology
oai:dash.harvard.edu:1/4551385,immunity to infections
oai:dash.harvard.edu:1/4551385,infectious diseases
oai:dash.harvard.edu:1/4551385,bacterial infections
oai:dash.harvard.edu:1/4513842,BRCA2
oai:dash.harvard.edu:1/4513842,Bub1
oai:dash.harvard.edu:1/4513842,DNA repair
oai:dash.harvard.edu:1/4513842,Mad3
oai:dash.harvard.edu:1/4513842,mitotic checkpoint
oai:dash.harvard.edu:1/4513844,biochemistry
oai:dash.harvard.edu:1/4513844,drug discovery
oai:dash.harvard.edu:1/4513844,experimental biophysical methods
oai:dash.harvard.edu:1/4513844,oncology
oai:dash.harvard.edu:1/4513844,oncology agents
oai:dash.harvard.edu:1/4513845,ecology
oai:dash.harvard.edu:1/4513845,population ecology
oai:dash.harvard.edu:1/4513845,genetics and genomics
oai:dash.harvard.edu:1/4513845,population genetics
oai:dash.harvard.edu:1/4513845,marine and aquatic sciences
oai:dash.harvard.edu:1/4513845,"genetics, genomics, and barcoding"
oai:dash.harvard.edu:1/4513846,ecology
oai:dash.harvard.edu:1/4513846,community ecology and biodiversity
oai:dash.harvard.edu:1/4513846,conservation and restoration ecology
oai:dash.harvard.edu:1/4513846,marine and freshwater ecology
oai:dash.harvard.edu:1/4513846,plant-environment interactions
oai:dash.harvard.edu:1/4513846,marine and aquatic sciences
oai:dash.harvard.edu:1/4513846,conservation science
oai:dash.harvard.edu:1/4515009,radiology and medical imaging
oai:dash.harvard.edu:1/4515009,immunology
oai:dash.harvard.edu:1/4515009,innate immunity
oai:dash.harvard.edu:1/4515009,gastroenterology and hepatology
oai:dash.harvard.edu:1/4515009,gastrointestinal cancers
oai:dash.harvard.edu:1/4515012,science policy
oai:dash.harvard.edu:1/4515012,computational biology
oai:dash.harvard.edu:1/4515012,literature analysis
oai:dash.harvard.edu:1/4515012,education
oai:dash.harvard.edu:1/4515095,immunology
oai:dash.harvard.edu:1/4515095,infectious diseases
oai:dash.harvard.edu:1/4515095,genetics
oai:dash.harvard.edu:1/4515095,functional genomics
oai:dash.harvard.edu:1/4515095,disease models
oai:dash.harvard.edu:1/4515095,gene expression
oai:dash.harvard.edu:1/4515095,nematodes
oai:dash.harvard.edu:1/4515095,eubacteria
oai:dash.harvard.edu:1/4551484,proteolipid
oai:dash.harvard.edu:1/4551484,encapsulating water
oai:dash.harvard.edu:1/4551484,4 Gyr ago
oai:dash.harvard.edu:1/4551666,computational biology
oai:dash.harvard.edu:1/4551666,computational neuroscience
oai:dash.harvard.edu:1/4551666,neuroscience
oai:dash.harvard.edu:1/4551666,neuronal signaling mechanisms
oai:dash.harvard.edu:1/4551666,sensory systems
oai:dash.harvard.edu:1/4551666,theoretical neuroscience
oai:dash.harvard.edu:1/4553093,computational biology
oai:dash.harvard.edu:1/4553093,evolutionary modeling
oai:dash.harvard.edu:1/4553093,population genetics
oai:dash.harvard.edu:1/4553093,systems biology
oai:dash.harvard.edu:1/4553093,evolutionary ecology
oai:dash.harvard.edu:1/4553093,ecology
oai:dash.harvard.edu:1/4553093,evolutionary biology
oai:dash.harvard.edu:1/4553093,microbial evolution and genomics
oai:dash.harvard.edu:1/4553093,infectious diseases
oai:dash.harvard.edu:1/4553093,antimicrobials and drug resistance
oai:dash.harvard.edu:1/4553093,bacterial infections
oai:dash.harvard.edu:1/4553093,microbiology
oai:dash.harvard.edu:1/4553093,microbial evolution and genomics
oai:dash.harvard.edu:1/4553093,pharmacology
oai:dash.harvard.edu:1/4553093,drug resistance
oai:dash.harvard.edu:1/4777895,ecology
oai:dash.harvard.edu:1/4777895,plants
oai:dash.harvard.edu:1/4777895,animals
oai:dash.harvard.edu:1/4777895,anthropods
oai:dash.harvard.edu:1/4515101,genetics and genomics
oai:dash.harvard.edu:1/4515101,comparative genomics
oai:dash.harvard.edu:1/4515101,pattern formation
oai:dash.harvard.edu:1/4515101,evolutionary biology
oai:dash.harvard.edu:1/4515101,evolutionary and comparative genetics
oai:dash.harvard.edu:1/4515101,developmental evolution
oai:dash.harvard.edu:1/4515101,embryology
oai:dash.harvard.edu:1/4515101,developmental biology
oai:dash.harvard.edu:1/4515101,computational biology
oai:dash.harvard.edu:1/4515101,transcriptional regulation
oai:dash.harvard.edu:1/4515101,comparative sequence analysis
oai:dash.harvard.edu:1/4515106,virology
oai:dash.harvard.edu:1/4515106,"virion structure, assembly, and egress"
oai:dash.harvard.edu:1/4515106,host invasion and cell entry
oai:dash.harvard.edu:1/10886852,habenula
oai:dash.harvard.edu:1/10886852,asymmetry
oai:dash.harvard.edu:1/10886852,interpeduncular nucleus
oai:dash.harvard.edu:1/10886852,zebrafish
oai:dash.harvard.edu:1/10886852,dorsal diencephalic conduction system
oai:dash.harvard.edu:1/11211545,nanomaterials
oai:dash.harvard.edu:1/11211545,risk assessment
oai:dash.harvard.edu:1/11211545,decision analysis
oai:dash.harvard.edu:1/11211545,regulatory policy
oai:dash.harvard.edu:1/11211545,uncertainty analysis
oai:dash.harvard.edu:1/11211545,nanotechnology governance
oai:dash.harvard.edu:1/11211545,societal implications
oai:dash.harvard.edu:1/10737007,Biochemistry/Cell Signaling and Trafficking Structures
oai:dash.harvard.edu:1/10737007,Biochemistry/Macromolecular Assemblies and Machines
oai:dash.harvard.edu:1/10737007,Biochemistry/Protein Folding
oai:dash.harvard.edu:1/4726009,heritage language
oai:dash.harvard.edu:1/4726009,heritage speaker
oai:dash.harvard.edu:1/4726009,language structure
oai:dash.harvard.edu:1/4726009,language acquisition
oai:dash.harvard.edu:1/4726009,bilingualism
oai:dash.harvard.edu:1/4726010,heritage speaker
oai:dash.harvard.edu:1/4726010,language structure
oai:dash.harvard.edu:1/4726010,language acquisition
oai:dash.harvard.edu:1/4726010,bilingualism
oai:dash.harvard.edu:1/4726010,heritage language
oai:dash.harvard.edu:1/10361975,liquid crystal phase transformations
oai:dash.harvard.edu:1/10361975,nematic liquid crystals
oai:dash.harvard.edu:1/10361975,smectic liquid crystals
oai:dash.harvard.edu:1/10361975,Landau theory
oai:dash.harvard.edu:1/10361975,optimum density
oai:dash.harvard.edu:1/10361975,smectic ordering
oai:dash.harvard.edu:1/10361975,coexistence line
oai:dash.harvard.edu:1/10361975,P T plane
oai:dash.harvard.edu:1/10361975,concentration
oai:dash.harvard.edu:1/10361975,reentrant behaviour
oai:dash.harvard.edu:1/10361975,reentrant nematic to smectic A phase transition
oai:dash.harvard.edu:1/10361925,birefringence
oai:dash.harvard.edu:1/10361925,lipid bilayers
oai:dash.harvard.edu:1/10361925,liquid crystals
oai:dash.harvard.edu:1/4726287,human–computer decision-making
oai:dash.harvard.edu:1/4726287,negotiation
oai:dash.harvard.edu:1/4687196,adaptive filters
oai:dash.harvard.edu:1/4687196,compressed sensing
oai:dash.harvard.edu:1/4687196,sparse system identification
oai:dash.harvard.edu:1/4645910,biodiversity sampling
oai:dash.harvard.edu:1/4645910,species richness
oai:dash.harvard.edu:1/4645910,rarefaction
oai:dash.harvard.edu:1/4645910,Winkler sacks
oai:dash.harvard.edu:1/4645910,leaf litter
oai:dash.harvard.edu:1/4645910,pitfall traps
oai:dash.harvard.edu:1/4646015,electronic structure
oai:dash.harvard.edu:1/4646015,quantum computation
oai:dash.harvard.edu:1/4646015,quantum simulation
oai:dash.harvard.edu:1/4685210,excitons
oai:dash.harvard.edu:1/4685210,fluctuations
oai:dash.harvard.edu:1/4685210,free energy
oai:dash.harvard.edu:1/4685210,molecular biophysics
oai:dash.harvard.edu:1/4685210,photosynthesis
oai:dash.harvard.edu:1/4685210,proteins
oai:dash.harvard.edu:1/4685210,quantum theory
oai:dash.harvard.edu:1/4685210,reaction kinetics theory
oai:dash.harvard.edu:1/4744853,observation
oai:dash.harvard.edu:1/4744853,strobe
oai:dash.harvard.edu:1/4744853,television
oai:dash.harvard.edu:1/4744853,cinema
oai:dash.harvard.edu:1/4646014,biological physics
oai:dash.harvard.edu:1/4646014,quantum mechanics
oai:dash.harvard.edu:1/4646014,quantum information
oai:dash.harvard.edu:1/4646014,chemical physics
oai:dash.harvard.edu:1/4646014,physical chemistry
oai:dash.harvard.edu:1/4646352,heuristic algorithms
oai:dash.harvard.edu:1/4646352,adiabatic quantum computation
oai:dash.harvard.edu:1/4646352,quantum algorithms
oai:dash.harvard.edu:1/4646352,adiabatic preparation
oai:dash.harvard.edu:1/4648875,lattice theory
oai:dash.harvard.edu:1/4648875,many-body problems
oai:dash.harvard.edu:1/4648875,mathematical operators
oai:dash.harvard.edu:1/4648875,polynomials
oai:dash.harvard.edu:1/4648875,quantisation (quantum theory)
oai:dash.harvard.edu:1/4648875,quantum computing
oai:dash.harvard.edu:1/4648875,wave functions
oai:dash.harvard.edu:1/4646386,theoretical chemistry
oai:dash.harvard.edu:1/4646386,physical chemistry
oai:dash.harvard.edu:1/4685247,ab initio calculations
oai:dash.harvard.edu:1/4685247,circular dichroism
oai:dash.harvard.edu:1/4685247,molecular configurations
oai:dash.harvard.edu:1/4685247,quantum computing
oai:dash.harvard.edu:1/4685247,vibrational states
oai:dash.harvard.edu:1/4686408,excitons
oai:dash.harvard.edu:1/4686408,nanostructured materials
oai:dash.harvard.edu:1/4686408,quantum dots
oai:dash.harvard.edu:1/4729488,electronic structure
oai:dash.harvard.edu:1/4729488,quantum computing
oai:dash.harvard.edu:1/4657437,chemical physics
oai:dash.harvard.edu:1/4657437,other condensed matter
oai:dash.harvard.edu:1/4657437,quantum physics
oai:dash.harvard.edu:1/4657436,quantum physics
oai:dash.harvard.edu:1/4657436,mathematical physics
oai:dash.harvard.edu:1/4657435,quantum physics
oai:dash.harvard.edu:1/4657434,quantum physics
oai:dash.harvard.edu:1/4657434,mesoscale and nanoscale physics
oai:dash.harvard.edu:1/4657434,chemical physics
oai:dash.harvard.edu:1/4653262,quantum physics
oai:dash.harvard.edu:1/4687268,cognitive radios
oai:dash.harvard.edu:1/4687268,distributed algorithms
oai:dash.harvard.edu:1/4687268,dynamic spectrum allocation
oai:dash.harvard.edu:1/4687268,Glauber dynamics
oai:dash.harvard.edu:1/4687268,interference avoidance
oai:dash.harvard.edu:1/4635033,e-beam lithography
oai:dash.harvard.edu:1/4635033,carbon nanotube
oai:dash.harvard.edu:1/4635033,field effect transistor
oai:dash.harvard.edu:1/4635033,nano-device
oai:dash.harvard.edu:1/4636007,network analysis
oai:dash.harvard.edu:1/4636007,Bayesian inference
oai:dash.harvard.edu:1/4636007,variational approximation
oai:dash.harvard.edu:1/4636007,ranking
oai:dash.harvard.edu:1/4636007,information retrieval
oai:dash.harvard.edu:1/4636007,data integration
oai:dash.harvard.edu:1/4636007,Saccharomyces cerevisiae
oai:dash.harvard.edu:1/4677616,Formicidae
oai:dash.harvard.edu:1/4677616,species richness
oai:dash.harvard.edu:1/4677616,global diversity gradients
oai:dash.harvard.edu:1/4677617,temporal trends
oai:dash.harvard.edu:1/4677617,species abundance
oai:dash.harvard.edu:1/4677617,null model
oai:dash.harvard.edu:1/4677617,hierarchical model
oai:dash.harvard.edu:1/4677617,stream fishes
oai:dash.harvard.edu:1/4677617,grassland insects
oai:dash.harvard.edu:1/4687242,adaptive filters
oai:dash.harvard.edu:1/4687242,ARMA processes
oai:dash.harvard.edu:1/4687242,compressed sensing
oai:dash.harvard.edu:1/4687242,equalizers
oai:dash.harvard.edu:1/4687242,nonlinear systems
oai:dash.harvard.edu:1/4687842,Beringia
oai:dash.harvard.edu:1/4687842,biogeography
oai:dash.harvard.edu:1/4687842,climate change
oai:dash.harvard.edu:1/4687842,Lycaenidae
oai:dash.harvard.edu:1/4687842,Nabokov
oai:dash.harvard.edu:1/4687842,phylogeny
oai:dash.harvard.edu:1/4692276,natural language
oai:dash.harvard.edu:1/4692276,semantics
oai:dash.harvard.edu:1/4692276,generics
oai:dash.harvard.edu:1/4692276,probability
oai:dash.harvard.edu:1/4692276,induction
oai:dash.harvard.edu:1/4692277,semantics
oai:dash.harvard.edu:1/4692277,natural language
oai:dash.harvard.edu:1/4692277,generics
oai:dash.harvard.edu:1/4692277,comparatives
oai:dash.harvard.edu:1/4692277,plurals
oai:dash.harvard.edu:1/4692277,distributivity
oai:dash.harvard.edu:1/4729751,boundary analysis
oai:dash.harvard.edu:1/4729751,ecotones
oai:dash.harvard.edu:1/4729751,edge detection
oai:dash.harvard.edu:1/4729751,invasive species
oai:dash.harvard.edu:1/4729751,spatial statistics
oai:dash.harvard.edu:1/4731540,carnivorous plants
oai:dash.harvard.edu:1/4731540,morphology
oai:dash.harvard.edu:1/4731540,pollen
oai:dash.harvard.edu:1/4731540,Sarracenia
oai:dash.harvard.edu:1/4731540,systematics
oai:dash.harvard.edu:1/4795341,children's literature
oai:dash.harvard.edu:1/4795341,race
oai:dash.harvard.edu:1/4795341,performance
oai:dash.harvard.edu:1/4795341,dolls
oai:dash.harvard.edu:1/4795341,play
oai:dash.harvard.edu:1/4795341,material culture
oai:dash.harvard.edu:1/4795341,American literature
oai:dash.harvard.edu:1/4795341,English literature
oai:dash.harvard.edu:1/4745847,visualization language
oai:dash.harvard.edu:1/4745847,informational visualization
oai:dash.harvard.edu:1/4745847,graph specification
oai:dash.harvard.edu:1/4745847,charting
oai:dash.harvard.edu:1/4762396,algorithms
oai:dash.harvard.edu:1/4762396,languages
oai:dash.harvard.edu:1/4762396,reliability
oai:dash.harvard.edu:1/4762396,theory
oai:dash.harvard.edu:1/4762396,verification
oai:dash.harvard.edu:1/4762396,translation validation
oai:dash.harvard.edu:1/4762396,symbolic evaluation
oai:dash.harvard.edu:1/4762396,LLVM
oai:dash.harvard.edu:1/4762396,optimization
oai:dash.harvard.edu:1/4762396,semantics of programming languages
oai:dash.harvard.edu:1/4762396,algebraic approaches to semantics
oai:dash.harvard.edu:1/4762396,logics and meanings of programs
oai:dash.harvard.edu:1/4762396,specifying and verifying and reasoning about programs
oai:dash.harvard.edu:1/4762396,mechanical verification
oai:dash.harvard.edu:1/4762396,studies of program constructs
oai:dash.harvard.edu:1/4762396,program and recursion schemes
oai:dash.harvard.edu:1/4768921,Pitcher Plant
oai:dash.harvard.edu:1/4768921,LC-MS/MS
oai:dash.harvard.edu:1/4768921,non-model organism
oai:dash.harvard.edu:1/4768921,proteomics
oai:dash.harvard.edu:1/4768921,ecosystem
oai:dash.harvard.edu:1/4777290,arthropod
oai:dash.harvard.edu:1/4777290,climate change
oai:dash.harvard.edu:1/4777290,Formicidae
oai:dash.harvard.edu:1/4777290,long-term ecological research
oai:dash.harvard.edu:1/4777290,open-top chamber
oai:dash.harvard.edu:1/4777290,warming experiment
oai:dash.harvard.edu:1/4768932,aridity
oai:dash.harvard.edu:1/4768932,biodiversity
oai:dash.harvard.edu:1/4768932,biogeography
oai:dash.harvard.edu:1/4768932,Formicidae
oai:dash.harvard.edu:1/4768932,species richness
oai:dash.harvard.edu:1/4768932,temperature
oai:dash.harvard.edu:1/4795340,Biscuit Fire
oai:dash.harvard.edu:1/4795340,Darlingtonia californica
oai:dash.harvard.edu:1/4795340,Darlingtonia fens
oai:dash.harvard.edu:1/4795340,edaphic ecology
oai:dash.harvard.edu:1/4795340,fire ecology
oai:dash.harvard.edu:1/4795340,Klamath Mountains province
oai:dash.harvard.edu:1/4795340,plant diversity
oai:dash.harvard.edu:1/4795340,rarity
oai:dash.harvard.edu:1/4795340,serpentine
oai:dash.harvard.edu:1/4795340,ultramafics
oai:dash.harvard.edu:1/4783875,institutions
oai:dash.harvard.edu:1/4783875,staggered-term legislatures
oai:dash.harvard.edu:1/4783875,overlapping generations
oai:dash.harvard.edu:1/4783875,transparency
oai:dash.harvard.edu:1/4783875,principal-agents
oai:dash.harvard.edu:1/4795339,ballast
oai:dash.harvard.edu:1/4795339,barite
oai:dash.harvard.edu:1/4795339,bassanite
oai:dash.harvard.edu:1/4795339,calcium carbonate
oai:dash.harvard.edu:1/4795339,calcium oxalate
oai:dash.harvard.edu:1/4795339,celestite
oai:dash.harvard.edu:1/4795339,gypsum
oai:dash.harvard.edu:1/4795339,magnetite
oai:dash.harvard.edu:1/4795339,magnetotaxis
oai:dash.harvard.edu:1/4795339,polyphosphate
oai:dash.harvard.edu:1/4795339,statoliths
oai:dash.harvard.edu:1/4795338,Paleoproterozoic
oai:dash.harvard.edu:1/4795338,carbon
oai:dash.harvard.edu:1/4795338,oxygen
oai:dash.harvard.edu:1/4795338,iron formation
oai:dash.harvard.edu:1/4795338,microfossils
oai:dash.harvard.edu:1/4795060,Phanerozoic
oai:dash.harvard.edu:1/4795060,molybdenum
oai:dash.harvard.edu:1/4795060,black shale
oai:dash.harvard.edu:1/4795060,ocean oxygenation
oai:dash.harvard.edu:1/4795060,paleocean redox
oai:dash.harvard.edu:1/4783766,automatic user interface generation
oai:dash.harvard.edu:1/4783766,optimization
oai:dash.harvard.edu:1/4783766,adaptation
oai:dash.harvard.edu:1/4783766,personalized user interfaces
oai:dash.harvard.edu:1/4783766,ability-based user interfaces
oai:dash.harvard.edu:1/4783766,Supple
oai:dash.harvard.edu:1/4784027,trade liberalization
oai:dash.harvard.edu:1/4784027,capital flows
oai:dash.harvard.edu:1/4784027,financial frictions
oai:dash.harvard.edu:1/4784027,saving rate
oai:dash.harvard.edu:1/4784027,wealth distribution
oai:dash.harvard.edu:1/5126068,astrometry
oai:dash.harvard.edu:1/5126068,stars
oai:dash.harvard.edu:1/5126068,pre-main-sequence
oai:dash.harvard.edu:1/5126068,ISM
oai:dash.harvard.edu:1/5126068,individual
oai:dash.harvard.edu:1/5126068,PV CEP
oai:dash.harvard.edu:1/5126068,jets and outflows
oai:dash.harvard.edu:1/8087138,black holes
oai:dash.harvard.edu:1/8087138,AdS-CFT correspondence
oai:dash.harvard.edu:1/8087138,space-time symmetries
oai:dash.harvard.edu:1/8087139,high energy physics
oai:dash.harvard.edu:1/8087140,black holes
oai:dash.harvard.edu:1/8087140,AdS-CFT correspondence
oai:dash.harvard.edu:1/8087140,space-time symmetries
oai:dash.harvard.edu:1/8087140,high energy astrophysical phenomena
oai:dash.harvard.edu:1/8087140,general relativity and quantum cosmology
oai:dash.harvard.edu:1/4790635,Federal Republic of Germany
oai:dash.harvard.edu:1/4790635,unification
oai:dash.harvard.edu:1/4790635,Germanists
oai:dash.harvard.edu:1/4790635,intellectuals
oai:dash.harvard.edu:1/13056159,Denmark
oai:dash.harvard.edu:1/13056159,extinction debt
oai:dash.harvard.edu:1/13056159,forest conservation
oai:dash.harvard.edu:1/13056159,forest history
oai:dash.harvard.edu:1/13056159,land-use history
oai:dash.harvard.edu:1/13056159,oak
oai:dash.harvard.edu:1/13056159,paleoecology
oai:dash.harvard.edu:1/13056159,pollen analysis
oai:dash.harvard.edu:1/13056159,Quercus robur
oai:dash.harvard.edu:1/13056159,Sweden
oai:dash.harvard.edu:1/4794887,galois representation
oai:dash.harvard.edu:1/4794887,deformation
oai:dash.harvard.edu:1/11213318,neuroscience
oai:dash.harvard.edu:1/11213318,animal cognition
oai:dash.harvard.edu:1/11213318,theoretical neuroscience
oai:dash.harvard.edu:1/8609123,ecology
oai:dash.harvard.edu:1/8609123,yeast and fungi
oai:dash.harvard.edu:1/8609123,plants
oai:dash.harvard.edu:1/8609123,eukaryotes
oai:dash.harvard.edu:1/11213324,science policy
oai:dash.harvard.edu:1/11213324,ecology
oai:dash.harvard.edu:1/11213324,community ecology and biodiversity
oai:dash.harvard.edu:1/11213324,conservation and restoration ecology
oai:dash.harvard.edu:1/11213325,cardiovascular disorders
oai:dash.harvard.edu:1/11213325,public health and epidemiology
oai:dash.harvard.edu:1/11213325,epidemiology
oai:dash.harvard.edu:1/11213325,health services research and economics
oai:dash.harvard.edu:1/11213326,neuroscience
oai:dash.harvard.edu:1/11213326,behavioral neuroscience
oai:dash.harvard.edu:1/11213326,motor systems
oai:dash.harvard.edu:1/11213329,computational biology
oai:dash.harvard.edu:1/11213329,neuroscience
oai:dash.harvard.edu:1/11213329,homo (human)
oai:dash.harvard.edu:1/11213332,biophysics
oai:dash.harvard.edu:1/11213332,theory and simulation
oai:dash.harvard.edu:1/11213332,cell biology
oai:dash.harvard.edu:1/11213332,developmental molecular mechanisms
oai:dash.harvard.edu:1/11213332,morphogenesis and cell biology
oai:dash.harvard.edu:1/11213332,computational biology
oai:dash.harvard.edu:1/11213332,systems biology
oai:dash.harvard.edu:1/11213332,developmental biology
oai:dash.harvard.edu:1/11213332,morphogenesis and cell biology
oai:dash.harvard.edu:1/11213332,physics
oai:dash.harvard.edu:1/11213328,evolutionary entropy
oai:dash.harvard.edu:1/11213328,body size
oai:dash.harvard.edu:1/11213328,metabolic rate
oai:dash.harvard.edu:1/11213328,maximal life span
oai:dash.harvard.edu:1/11213328,allometric relations
oai:dash.harvard.edu:1/11213311,glutathione metabolism
oai:dash.harvard.edu:1/11213311,insulin signaling
oai:dash.harvard.edu:1/11213311,oxidative phosphorylation
oai:dash.harvard.edu:1/11213311,TOR signaling
oai:dash.harvard.edu:1/11213311,microarrays
oai:dash.harvard.edu:1/8362483,NFkappaB
oai:dash.harvard.edu:1/8362483,inﬂammation
oai:dash.harvard.edu:1/8362483,lipid hydroperoxides
oai:dash.harvard.edu:1/8362483,microarrays
oai:dash.harvard.edu:1/11213313,evolutionary biology
oai:dash.harvard.edu:1/11213313,animal genetics
oai:dash.harvard.edu:1/11213313,bioinformatics
oai:dash.harvard.edu:1/11213313,developmental evolution
oai:dash.harvard.edu:1/11213313,evolutionary and comparative genetics
oai:dash.harvard.edu:1/11213313,genomics
oai:dash.harvard.edu:1/11213313,pattern formation
oai:dash.harvard.edu:1/11213317,ecology
oai:dash.harvard.edu:1/11213317,community ecology and biodiversity
oai:dash.harvard.edu:1/11213317,conservation and restoration ecology
oai:dash.harvard.edu:1/11213317,ecosystem ecology
oai:dash.harvard.edu:1/11213317,population ecology
oai:dash.harvard.edu:1/11213317,spatial and landscape ecology
oai:dash.harvard.edu:1/11213317,evolutionary biology
oai:dash.harvard.edu:1/11213317,animal behavior
oai:dash.harvard.edu:1/11213317,evolutionary ecology
oai:dash.harvard.edu:1/11213317,plant biology
oai:dash.harvard.edu:1/11213317,plant-environment interactions
oai:dash.harvard.edu:1/11213395,ecology
oai:dash.harvard.edu:1/11213395,theoretical ecology
oai:dash.harvard.edu:1/11213395,evolutionary biology
oai:dash.harvard.edu:1/11213395,evolutionary ecology
oai:dash.harvard.edu:1/11213395,infectious diseases
oai:dash.harvard.edu:1/11213395,epidemiology and control of infectious diseases
oai:dash.harvard.edu:1/11213395,viral infections
oai:dash.harvard.edu:1/11213321,neuroscience
oai:dash.harvard.edu:1/11213321,sensory systems
oai:dash.harvard.edu:1/11213321,computer science
oai:dash.harvard.edu:1/11213321,natural and synthetic vision
oai:dash.harvard.edu:1/11213309,biochemistry
oai:dash.harvard.edu:1/11213309,molecular evolution
oai:dash.harvard.edu:1/11213309,theory and simulation
oai:dash.harvard.edu:1/11213309,cell biology
oai:dash.harvard.edu:1/11213309,microbial physiology and metabolism
oai:dash.harvard.edu:1/11213309,computational biology
oai:dash.harvard.edu:1/11213309,evolutionary modeling
oai:dash.harvard.edu:1/11213309,metabolic networks
oai:dash.harvard.edu:1/11213309,systems biology
oai:dash.harvard.edu:1/11213309,evolutionary biology
oai:dash.harvard.edu:1/11213309,microbial evolution and genomics
oai:dash.harvard.edu:1/11213309,genetics and genomics
oai:dash.harvard.edu:1/11213309,mathematics
oai:dash.harvard.edu:1/5358870,blood lead levels
oai:dash.harvard.edu:1/5358870,chelation
oai:dash.harvard.edu:1/5358870,children
oai:dash.harvard.edu:1/5358870,clinical trial
oai:dash.harvard.edu:1/5358870,growth
oai:dash.harvard.edu:1/5358870,succimer
oai:dash.harvard.edu:1/4796908,fetal programming hypothesis
oai:dash.harvard.edu:1/4796908,evolutionary biology
oai:dash.harvard.edu:1/4797264,automatic parallelization
oai:dash.harvard.edu:1/4797264,automatic updating
oai:dash.harvard.edu:1/4797264,computational workflows
oai:dash.harvard.edu:1/4797264,control flow
oai:dash.harvard.edu:1/4797264,data-flow
oai:dash.harvard.edu:1/4797264,data analysis
oai:dash.harvard.edu:1/4797264,dependency tracking
oai:dash.harvard.edu:1/4797264,provenance
oai:dash.harvard.edu:1/4797264,Python
oai:dash.harvard.edu:1/4797264,workflow abstraction
oai:dash.harvard.edu:1/4895575,bending
oai:dash.harvard.edu:1/4895575,delamination
oai:dash.harvard.edu:1/4895575,finite element analysis
oai:dash.harvard.edu:1/4895575,internal stresses
oai:dash.harvard.edu:1/4895575,thermal barrier coatings
oai:dash.harvard.edu:1/4817409,Nazi Occupation
oai:dash.harvard.edu:1/4817409,Simone de Beauvoir
oai:dash.harvard.edu:1/4817409,French Resistance
oai:dash.harvard.edu:1/4817409,Holocaust
oai:dash.harvard.edu:1/4817409,memory studies
oai:dash.harvard.edu:1/4815262,cultural transmission
oai:dash.harvard.edu:1/4815262,phylogeny
oai:dash.harvard.edu:1/4815262,MrBayes
oai:dash.harvard.edu:1/4815262,Bayesian phylogenetics
oai:dash.harvard.edu:1/4815262,textiles
oai:dash.harvard.edu:1/4815262,Iran
oai:dash.harvard.edu:1/4855115,ISM
oai:dash.harvard.edu:1/4855115,clouds
oai:dash.harvard.edu:1/4855115,globules
oai:dash.harvard.edu:1/4855115,kinematics and dynamics
oai:dash.harvard.edu:1/4855115,magnetic fields
oai:dash.harvard.edu:1/4855115,turbulence
oai:dash.harvard.edu:1/4855115,MHD
oai:dash.harvard.edu:1/4855115,atomic and molecular physics
oai:dash.harvard.edu:1/4855115,astrophysics and astroparticles
oai:dash.harvard.edu:1/4854907,clouds
oai:dash.harvard.edu:1/4854907,ISM
oai:dash.harvard.edu:1/4854907,Perseus Molecular Cloud
oai:dash.harvard.edu:1/4854907,kinematics and dynamics
oai:dash.harvard.edu:1/4854907,molecules
oai:dash.harvard.edu:1/4854907,turbulence
oai:dash.harvard.edu:1/4854907,atomic and molecular physics
oai:dash.harvard.edu:1/4854907,astrophysics and astroparticles
oai:dash.harvard.edu:1/4817724,ISM
oai:dash.harvard.edu:1/4817724,clouds
oai:dash.harvard.edu:1/4817724,dust
oai:dash.harvard.edu:1/4817724,extinction
oai:dash.harvard.edu:1/4817724,individual
oai:dash.harvard.edu:1/4817724,L1495
oai:dash.harvard.edu:1/4817724,structure
oai:dash.harvard.edu:1/4817724,stars
oai:dash.harvard.edu:1/4817724,formation
oai:dash.harvard.edu:1/4817365,Shimura varieties
oai:dash.harvard.edu:1/4817365,intersection cohomology
oai:dash.harvard.edu:1/4817365,Frobenius weights
oai:dash.harvard.edu:1/4892999,foundations
oai:dash.harvard.edu:1/4892999,zero knowledge
oai:dash.harvard.edu:1/4879174,one-way function
oai:dash.harvard.edu:1/4879174,pseudorandom generator
oai:dash.harvard.edu:1/4879174,pseudoentropy
oai:dash.harvard.edu:1/4854423,PCP
oai:dash.harvard.edu:1/4854423,CS Proofs
oai:dash.harvard.edu:1/4854423,argument systems
oai:dash.harvard.edu:1/5347701,cross-sectional geometry
