RecordIdentifier,Topic,TopicID
oai:dash.harvard.edu:1/3007656,partner testing,1066
oai:dash.harvard.edu:1/3007656,selective abortion,1067
oai:dash.harvard.edu:1/3007656,Senegal,1068
oai:dash.harvard.edu:1/3007656,biopower,1069
oai:dash.harvard.edu:1/3007656,Dakar,1070
oai:dash.harvard.edu:1/3200261,geobiology,1071
oai:dash.harvard.edu:1/3200261,hematite,1072
oai:dash.harvard.edu:1/3200261,chemical weathering,1073
oai:dash.harvard.edu:1/3200261,Rio Tinto basin,1074
oai:dash.harvard.edu:1/3200261,Meridiani Planum,1075
oai:dash.harvard.edu:1/3200261,Mars,1009
oai:dash.harvard.edu:1/3007652,morphology,9202
oai:dash.harvard.edu:1/3007652,chemistry,6063
oai:dash.harvard.edu:1/3007652,evolution,6966
oai:dash.harvard.edu:1/3007652,early eukaryotes,1076
oai:dash.harvard.edu:1/3007652,molecular phylogeny,1077
oai:dash.harvard.edu:1/3007652,ultrastructure,1078
oai:dash.harvard.edu:1/3007652,Proterozoic,993
oai:dash.harvard.edu:1/3007650,Grand Canyon,1079
oai:dash.harvard.edu:1/3007650,Chuar Group,1080
oai:dash.harvard.edu:1/3007650,C isotopes,1081
oai:dash.harvard.edu:1/3007650,Neoproterozoic,1040
oai:dash.harvard.edu:1/3007650,Rodinia,1082
oai:dash.harvard.edu:1/3645426,carbon cycle,6987
oai:dash.harvard.edu:1/3645426,phylogenetic trees,1083
oai:dash.harvard.edu:1/3645426,dinoflagellates,1084
oai:dash.harvard.edu:1/3645426,diatoms,1085
oai:dash.harvard.edu:1/3645426,coccolithophores,1086
oai:dash.harvard.edu:1/3007657,Cryogenian,1087
oai:dash.harvard.edu:1/3007657,Neoproterozoic,1040
oai:dash.harvard.edu:1/3308901,Meridiani Planum,1075
oai:dash.harvard.edu:1/3308901,Mars,1009
oai:dash.harvard.edu:1/3308901,microbiology,6765
oai:dash.harvard.edu:1/3308901,environmental history,1088
oai:dash.harvard.edu:1/3308901,astrobiology,9924
oai:dash.harvard.edu:1/3007658,Meridiani,1089
oai:dash.harvard.edu:1/3007658,astrobiology,9924
oai:dash.harvard.edu:1/3007658,Mars,1009
oai:dash.harvard.edu:1/3007658,life,1090
oai:dash.harvard.edu:1/3007658,water,1023
oai:dash.harvard.edu:1/3007638,global stratotype section and point,1091
oai:dash.harvard.edu:1/3007638,Ediacaran,1092
oai:dash.harvard.edu:1/3007638,geologic time scale,1093
oai:dash.harvard.edu:1/3007638,Proterozoic,993
oai:dash.harvard.edu:1/3322249,silica cycle,1094
oai:dash.harvard.edu:1/3322249,diagenesis,1095
oai:dash.harvard.edu:1/3322249,chert,1010
oai:dash.harvard.edu:1/3322249,Precambrian,1096
oai:dash.harvard.edu:1/3008116,biopolymers,1097
oai:dash.harvard.edu:1/3008116,acritarchs,990
oai:dash.harvard.edu:1/3008116,Fourier transform infrared (FTIR) spectroscopy,1098
oai:dash.harvard.edu:1/3008116,Raman spectroscopy,1099
oai:dash.harvard.edu:1/3007645,average treatment effect,1100
oai:dash.harvard.edu:1/3007645,causality,1101
oai:dash.harvard.edu:1/3007645,treatment effect heterogeneity,1102
oai:dash.harvard.edu:1/3007645,overlap,1103
oai:dash.harvard.edu:1/3007645,ignorable treatment assignment,1104
oai:dash.harvard.edu:1/3007645,propensity score,1105
oai:dash.harvard.edu:1/3007645,unconfoundedness,1106
oai:dash.harvard.edu:1/3008128,carbonate,9441
oai:dash.harvard.edu:1/3008128,molar tooth structures,1107
oai:dash.harvard.edu:1/3008128,Neoproterozoic,1040
oai:dash.harvard.edu:1/3008128,stable isotopes,1108
oai:dash.harvard.edu:1/3202419,Proterozoic,993
oai:dash.harvard.edu:1/3202419,molecular evolution,10531
oai:dash.harvard.edu:1/3202419,phylogeny,44
oai:dash.harvard.edu:1/3008142,Mars exploration rovers,1109
oai:dash.harvard.edu:1/3008142,weathering,1110
oai:dash.harvard.edu:1/3008142,Mars,1009
oai:dash.harvard.edu:1/3008142,geochemistry,6985
oai:dash.harvard.edu:1/3008142,sulfates,1112
oai:dash.harvard.edu:1/3008142,evaporites,1113
oai:dash.harvard.edu:1/3117931,South China,1114
oai:dash.harvard.edu:1/3117931,Rhodophyta,1115
oai:dash.harvard.edu:1/3117931,Neoproterozoic,1040
oai:dash.harvard.edu:1/3117931,Florideophyceae,1116
oai:dash.harvard.edu:1/3117931,Corallinales,1117
oai:dash.harvard.edu:1/3190368,Siberia,1048
oai:dash.harvard.edu:1/3190368,Proterozoic,993
oai:dash.harvard.edu:1/3190368,micropaleontology,1118
oai:dash.harvard.edu:1/3190368,cyanobacteria,1119
oai:dash.harvard.edu:1/3119530,Neoproterozoic,1040
oai:dash.harvard.edu:1/3119530,acritarchs,990
oai:dash.harvard.edu:1/3119530,soft tissues,1120
oai:dash.harvard.edu:1/3119530,animal embryos,1121
oai:dash.harvard.edu:1/3119530,algal thalli,1122
oai:dash.harvard.edu:1/3119530,South China,1114
oai:dash.harvard.edu:1/3119530,Doushantuo Formation,1036
oai:dash.harvard.edu:1/3119530,problematic fossils,1123
oai:dash.harvard.edu:1/3119530,phosphatization,1124
oai:dash.harvard.edu:1/3196277,Proterozoic,993
oai:dash.harvard.edu:1/3196277,petrofabrics,1125
oai:dash.harvard.edu:1/3196277,North China Platform,1126
oai:dash.harvard.edu:1/3196277,chemostratigraphy,1050
oai:dash.harvard.edu:1/3196277,acritarchs,990
oai:dash.harvard.edu:1/4554331,http://www.journalofpaleontology.org/,1127
oai:dash.harvard.edu:1/3153298,uncertainty,10240
oai:dash.harvard.edu:1/3153298,affective adaptation,1128
oai:dash.harvard.edu:1/3153298,positive emotion,1129
oai:dash.harvard.edu:1/3153298,curiosity,1130
oai:dash.harvard.edu:1/3198690,pseudo-ephedrine,1131
oai:dash.harvard.edu:1/3198690,methacrolein,1132
oai:dash.harvard.edu:1/3198690,cyclic silyl enol ether,1133
oai:dash.harvard.edu:1/3198690,"n,o-acetal",1134
oai:dash.harvard.edu:1/3198690,o-silyl ketene,1135
oai:dash.harvard.edu:1/3119445,protein-chromophore,1136
oai:dash.harvard.edu:1/3119445,neocarzinostatin,1137
oai:dash.harvard.edu:1/3119445,crystal structure,1138
oai:dash.harvard.edu:1/3119445,antitumor,1139
oai:dash.harvard.edu:1/3153318,enediyne antibiotics,1140
oai:dash.harvard.edu:1/3153318,DNA cleavage,1141
oai:dash.harvard.edu:1/3153318,chemical synthesis,1142
oai:dash.harvard.edu:1/3153318,anthracycline antibiotics,1143
oai:dash.harvard.edu:1/3153318,structural variability,1144
oai:dash.harvard.edu:1/3153318,dynemicin A,1145
oai:dash.harvard.edu:1/4725866,one-step synthesis,1146
oai:dash.harvard.edu:1/4725866,alpha amino acid,1147
oai:dash.harvard.edu:1/4725866,glycinamide,1148
oai:dash.harvard.edu:1/4725866,pseudoephedrine,1149
oai:dash.harvard.edu:1/3009614,condensed-matter physics,8268
oai:dash.harvard.edu:1/3009615,pnictides,1150
oai:dash.harvard.edu:1/3009615,superconductivity,1151
oai:dash.harvard.edu:1/3009615,vortex imaging,1152
oai:dash.harvard.edu:1/3009615,scanning tunneling microscopy,9842
oai:dash.harvard.edu:1/3119446,chromophore,1154
oai:dash.harvard.edu:1/3119446,naphthoic acid,1155
oai:dash.harvard.edu:1/3119446,neocarzinostatin,1137
oai:dash.harvard.edu:1/3119446,photocyclization,1156
oai:dash.harvard.edu:1/3196279,cyclopenten,1157
oai:dash.harvard.edu:1/3196279,butyldimethylsiloxy,1158
oai:dash.harvard.edu:1/3196279,enantiomerically enriched,1159
oai:dash.harvard.edu:1/3196279,enantiomere,1160
oai:dash.harvard.edu:1/4725865,primary alcohols,1161
oai:dash.harvard.edu:1/4725865,tertiary amides,1162
oai:dash.harvard.edu:1/4725865,reductant,1163
oai:dash.harvard.edu:1/4725865,lithium amidotrihydroborate,1164
oai:dash.harvard.edu:1/3110936,prediction,9487
oai:dash.harvard.edu:1/3110936,affective forecasting,1166
oai:dash.harvard.edu:1/3110936,emotional prediction,1167
oai:dash.harvard.edu:1/3119461,expectations,1168
oai:dash.harvard.edu:1/3119461,pessimism,1169
oai:dash.harvard.edu:1/3119461,affective forecasting,1166
oai:dash.harvard.edu:1/3124123,cognitive load,1170
oai:dash.harvard.edu:1/3124123,cognitive control,1171
oai:dash.harvard.edu:1/3124123,morality,1172
oai:dash.harvard.edu:1/3124123,utilitarian,1173
oai:dash.harvard.edu:1/3124123,moral judgment,1174
oai:dash.harvard.edu:1/3124124,punishment,1175
oai:dash.harvard.edu:1/3124124,law,1176
oai:dash.harvard.edu:1/3124124,morality,1172
oai:dash.harvard.edu:1/3124124,brain,1177
oai:dash.harvard.edu:1/3124124,free will,1178
oai:dash.harvard.edu:1/3124124,retributivism,1179
oai:dash.harvard.edu:1/3117933,language-independent mechanisms,1180
oai:dash.harvard.edu:1/3117933,Rhesus monkey,1181
oai:dash.harvard.edu:1/3117933,compute addition operations,1182
oai:dash.harvard.edu:1/3122487,temporal discounting,1183
oai:dash.harvard.edu:1/3122487,tamarins,1184
oai:dash.harvard.edu:1/3122487,marmosets,1185
oai:dash.harvard.edu:1/3122487,rate maximization,1186
oai:dash.harvard.edu:1/3122487,impulsivity,1187
oai:dash.harvard.edu:1/3203271,posttraumatic stress disorder,1188
oai:dash.harvard.edu:1/3203271,epidemiology of PTSD,1189
oai:dash.harvard.edu:1/3203271,Iraq War,1190
oai:dash.harvard.edu:1/3203271,Vietnam War,1191
oai:dash.harvard.edu:1/3128692,heart rate variability,1192
oai:dash.harvard.edu:1/3128692,stress hormones,1193
oai:dash.harvard.edu:1/3128692,telomere length,1194
oai:dash.harvard.edu:1/3128692,stress,921
oai:dash.harvard.edu:1/3128692,telomerase,1195
oai:dash.harvard.edu:1/3128692,metabolic syndrome,1196
oai:dash.harvard.edu:1/3119434,attributional ambiguity,1197
oai:dash.harvard.edu:1/3119434,intergroup interactions,1198
oai:dash.harvard.edu:1/3119434,discrimination,1199
oai:dash.harvard.edu:1/3119434,cardiovascular reactivity,1200
oai:dash.harvard.edu:1/3119434,emotion and stress responses,1201
oai:dash.harvard.edu:1/3137807,problem solving,6029
oai:dash.harvard.edu:1/3137807,distress tolerance,1203
oai:dash.harvard.edu:1/3137807,physiological arousal,1204
oai:dash.harvard.edu:1/3137807,self-mutilation,1205
oai:dash.harvard.edu:1/3137807,self-harm,1206
oai:dash.harvard.edu:1/3153300,systematics,9611
oai:dash.harvard.edu:1/3153300,Pezizales,1207
oai:dash.harvard.edu:1/3153300,nLSU rDNA,1208
oai:dash.harvard.edu:1/3153300,molecular phylogeny,1077
oai:dash.harvard.edu:1/3153300,epigeous-hypogeous evolution,1209
oai:dash.harvard.edu:1/3153300,ascus amyloid reactions,1210
oai:dash.harvard.edu:1/3128719,Sarcoscyphaceae,1211
oai:dash.harvard.edu:1/3128719,Pezizales,1207
oai:dash.harvard.edu:1/3128719,ITS sequences,1212
oai:dash.harvard.edu:1/3128719,biogeography,8404
oai:dash.harvard.edu:1/3138404,prediction,9487
oai:dash.harvard.edu:1/3138404,emulation,1213
oai:dash.harvard.edu:1/3138404,mental simulation,1214
oai:dash.harvard.edu:1/3138404,mental imagery,1215
oai:dash.harvard.edu:1/3203262,team performance,1216
oai:dash.harvard.edu:1/3203262,collaboration,60
oai:dash.harvard.edu:1/3203262,experts,1217
oai:dash.harvard.edu:1/3203262,information integration,1218
oai:dash.harvard.edu:1/3128715,advection-diffusion,1219
oai:dash.harvard.edu:1/3128715,space use,1220
oai:dash.harvard.edu:1/3128715,mechanistic,1221
oai:dash.harvard.edu:1/3128715,home range,1222
oai:dash.harvard.edu:1/3128715,Markov,1223
oai:dash.harvard.edu:1/3128715,resource selection analysis,1224
oai:dash.harvard.edu:1/3128712,ecosystems,8405
oai:dash.harvard.edu:1/3128712,die-back,1226
oai:dash.harvard.edu:1/3128712,Amazonia,503
oai:dash.harvard.edu:1/3128712,global warming,11456
oai:dash.harvard.edu:1/3128712,carbon cycle,6987
oai:dash.harvard.edu:1/3128712,climate change,7990
oai:dash.harvard.edu:1/3128714,spatially explicit space-use,1228
oai:dash.harvard.edu:1/3128714,RSA,1229
oai:dash.harvard.edu:1/3128714,resource selection analysis,1224
oai:dash.harvard.edu:1/3128714,mechanistic home range models,1230
oai:dash.harvard.edu:1/3128714,home range analysis,1231
oai:dash.harvard.edu:1/3203647,genomics,5277
oai:dash.harvard.edu:1/3203647,redundancy,1232
oai:dash.harvard.edu:1/3203647,niche adaptation,1233
oai:dash.harvard.edu:1/3203647,biodegradation,1234
oai:dash.harvard.edu:1/3203647,evolution,6966
oai:dash.harvard.edu:1/3203649,tetrahydromethanopterin,1235
oai:dash.harvard.edu:1/3203649,C1 transfer,1236
oai:dash.harvard.edu:1/3203649,methanogenesis,1237
oai:dash.harvard.edu:1/3203649,methylotrophy,1238
oai:dash.harvard.edu:1/3203649,Planctomycetes,1239
oai:dash.harvard.edu:1/3203287,Rhedera trinervis,1240
oai:dash.harvard.edu:1/3203287,Calycophyllum candidissimum,1241
oai:dash.harvard.edu:1/3203287,dry tropical forest,1242
oai:dash.harvard.edu:1/3203287,cavitation,7308
oai:dash.harvard.edu:1/3203287,phenology,1244
oai:dash.harvard.edu:1/3203287,senescence,8490
oai:dash.harvard.edu:1/3203287,leaf hydraulic conductance,1246
oai:dash.harvard.edu:1/4686756,vascular architecture,1247
oai:dash.harvard.edu:1/4686756,temperate forest,1248
oai:dash.harvard.edu:1/4686756,stomatal conductance,1249
oai:dash.harvard.edu:1/4686756,leaf hydraulic conductance,1246
oai:dash.harvard.edu:1/4686756,hydraulic architecture,1250
oai:dash.harvard.edu:1/4686756,herbivory,1251
oai:dash.harvard.edu:1/4686756,drought response,1252
oai:dash.harvard.edu:1/4686756,biological networks,8134
oai:dash.harvard.edu:1/3043428,geometry,658
oai:dash.harvard.edu:1/3043428,relay,1254
oai:dash.harvard.edu:1/3043428,map,1255
oai:dash.harvard.edu:1/3043428,sieve tube,1256
oai:dash.harvard.edu:1/3043428,dimensionless parameters,1257
oai:dash.harvard.edu:1/3043428,plate,1258
oai:dash.harvard.edu:1/3043428,dimensional analysis,1259
oai:dash.harvard.edu:1/3047941,maize,1260
oai:dash.harvard.edu:1/3047941,roots,1261
oai:dash.harvard.edu:1/3047941,hydraulics,1060
oai:dash.harvard.edu:1/3047941,porous pipe model,1262
oai:dash.harvard.edu:1/3110940,quantum dots,711
oai:dash.harvard.edu:1/3110940,mesoscopic systems,1263
oai:dash.harvard.edu:1/3110940,magnetic flux,1264
oai:dash.harvard.edu:1/3110940,Luttinger liquid,1265
oai:dash.harvard.edu:1/3110940,Kondo effect,1266
oai:dash.harvard.edu:1/3110940,Coulomb blockade,1267
oai:dash.harvard.edu:1/3110940,chemical potential,1268
oai:dash.harvard.edu:1/3110943,spin-orbit interactions,1269
oai:dash.harvard.edu:1/3110943,spin polarised transport,836
oai:dash.harvard.edu:1/3110943,quantum dots,711
oai:dash.harvard.edu:1/3110941,Landau levels,1270
oai:dash.harvard.edu:1/3110941,Wigner crystal,712
oai:dash.harvard.edu:1/3110941,anyons,1271
oai:dash.harvard.edu:1/3110941,quantum Hall effect,1272
oai:dash.harvard.edu:1/3110941,magnetic field effects,1273
oai:dash.harvard.edu:1/3114644,age at death,1274
oai:dash.harvard.edu:1/3114644,dentine formation,1275
oai:dash.harvard.edu:1/3114644,enamel formation,1276
oai:dash.harvard.edu:1/3114644,incremental features,1277
oai:dash.harvard.edu:1/3114644,life history,1278
oai:dash.harvard.edu:1/3121069,water diffusion,1279
oai:dash.harvard.edu:1/3121069,SIMS,1280
oai:dash.harvard.edu:1/3121069,cracking,1281
oai:dash.harvard.edu:1/3121069,porous,1282
oai:dash.harvard.edu:1/3121069,dielectrics,1283
oai:dash.harvard.edu:1/3322468,signal transduction,7283
oai:dash.harvard.edu:1/3322468,protein-tyrosine kinase ZAP-70,1285
oai:dash.harvard.edu:1/3322468,signal amplification,1286
oai:dash.harvard.edu:1/3322468,?-chain phosphorylation,1287
oai:dash.harvard.edu:1/3322468,T-cell receptor ?-chain,1288
oai:dash.harvard.edu:1/3322470,hsp82,1289
oai:dash.harvard.edu:1/3322470,Philodina roseola,1290
oai:dash.harvard.edu:1/3322470,Adineta vaga,1291
oai:dash.harvard.edu:1/3322470,histone gene cluster,1292
oai:dash.harvard.edu:1/3138324,statistical methods,6826
oai:dash.harvard.edu:1/3138324,supersymmetry breaking,1294
oai:dash.harvard.edu:1/3138324,superstring vacua,1295
oai:dash.harvard.edu:1/3138318,vacua,1296
oai:dash.harvard.edu:1/3138318,superstring,1297
oai:dash.harvard.edu:1/3138318,M-Theory,1298
oai:dash.harvard.edu:1/3138320,black holes in string theory,7386
oai:dash.harvard.edu:1/3138320,string duality,1300
oai:dash.harvard.edu:1/3138320,topological strings,1301
oai:dash.harvard.edu:1/3138320,superstrings and heterotic strings,1302
oai:dash.harvard.edu:1/3374612,realist fiction,1303
oai:dash.harvard.edu:1/3374612,"Kafka, Franz, 1883-1924",1304
oai:dash.harvard.edu:1/3374612,"Nabokov, Vladimir Vladimirovich, 1899-1977",1305
oai:dash.harvard.edu:1/3374612,"Influence (literary, artistic, etc.)",1306
oai:dash.harvard.edu:1/4554327,topological strings,1301
oai:dash.harvard.edu:1/4554327,black holes in string theory,7386
oai:dash.harvard.edu:1/4554327,string duality,1300
oai:dash.harvard.edu:1/3138321,supergravity models,1307
oai:dash.harvard.edu:1/3138321,black holes,1308
oai:dash.harvard.edu:1/3138321,black holes in string theory,7386
oai:dash.harvard.edu:1/3138321,AdS-CFT Correspondence,1309
oai:dash.harvard.edu:1/3138323,tachyon condensation,1310
oai:dash.harvard.edu:1/3138323,flux compactification,1311
oai:dash.harvard.edu:1/3138323,D-branes,1312
oai:dash.harvard.edu:1/3138323,F-theory,1313
oai:dash.harvard.edu:1/4723671,electron crystallography,1314
oai:dash.harvard.edu:1/4723671,lipid-protein interaction,1315
oai:dash.harvard.edu:1/4723671,two-dimensional crystal,1316
oai:dash.harvard.edu:1/4723671,MIP,1317
oai:dash.harvard.edu:1/4723671,lens,1318
oai:dash.harvard.edu:1/4723671,aquaporin-0,1370
oai:dash.harvard.edu:1/4696185,fluorescence resonance energy transfer,1320
oai:dash.harvard.edu:1/4696185,fluorescence polarization,1321
oai:dash.harvard.edu:1/4696185,membrane proteins,1322
oai:dash.harvard.edu:1/4696185,receptors,1323
oai:dash.harvard.edu:1/4696185,chemotaxis,1324
oai:dash.harvard.edu:1/3128707,market model,1325
oai:dash.harvard.edu:1/3128707,industry volatility,1326
oai:dash.harvard.edu:1/3128707,market volatility,1327
oai:dash.harvard.edu:1/3128707,idiosyncratic volatility,1328
oai:dash.harvard.edu:1/3128707,business cycles,1329
oai:dash.harvard.edu:1/3128707,diversification,182
oai:dash.harvard.edu:1/3153307,equity volatility,1330
oai:dash.harvard.edu:1/3153307,idiosyncratic volatility,1328
oai:dash.harvard.edu:1/3153307,corporate bonds,1331
oai:dash.harvard.edu:1/3122601,dividend yield,1332
oai:dash.harvard.edu:1/3122601,unit root,7463
oai:dash.harvard.edu:1/3122601,Bonferroni test,1334
oai:dash.harvard.edu:1/3122601,stock returns,209
oai:dash.harvard.edu:1/3122601,predictability,1335
oai:dash.harvard.edu:1/3294738,recursive utility,1336
oai:dash.harvard.edu:1/3294738,long-term investing,1337
oai:dash.harvard.edu:1/3294738,intertemporal hedging,1338
oai:dash.harvard.edu:1/3294738,time aggregation,1339
oai:dash.harvard.edu:1/3294738,portfolio choice,1340
oai:dash.harvard.edu:1/3128708,home bias,1341
oai:dash.harvard.edu:1/3128708,uncovered interest parity,1342
oai:dash.harvard.edu:1/3128708,foreign exchange rates,1343
oai:dash.harvard.edu:1/3128708,portfolio choice,1340
oai:dash.harvard.edu:1/3128708,intertemporal hedging demand,1344
oai:dash.harvard.edu:1/3153302,Kent Bach,1345
oai:dash.harvard.edu:1/3153302,Marga Reimer,1346
oai:dash.harvard.edu:1/3153302,Howard Wettstein,1347
oai:dash.harvard.edu:1/3153302,Colin McGinn,1348
oai:dash.harvard.edu:1/3153302,David Kaplan,1349
oai:dash.harvard.edu:1/3153302,reference-fixing,1350
oai:dash.harvard.edu:1/3153302,demonstratives,1351
oai:dash.harvard.edu:1/3153302,demonstrative,1352
oai:dash.harvard.edu:1/3153302,reference,1353
oai:dash.harvard.edu:1/3153302,intentions,1354
oai:dash.harvard.edu:1/3153302,intentionality,1355
oai:dash.harvard.edu:1/3163267,optoelectronics,1356
oai:dash.harvard.edu:1/3163267,semiconductors,11755
oai:dash.harvard.edu:1/3163267,light-emitting diodes,1358
oai:dash.harvard.edu:1/3123278,volunteer,1359
oai:dash.harvard.edu:1/3123278,survey,9293
oai:dash.harvard.edu:1/3123278,site occupancy models,1361
oai:dash.harvard.edu:1/3123278,occurence probability,1362
oai:dash.harvard.edu:1/3123278,monitoring,1363
oai:dash.harvard.edu:1/3123278,invasive species,1364
oai:dash.harvard.edu:1/3123278,hemlock wooly adelgid,1365
oai:dash.harvard.edu:1/3123278,citizen science,1366
oai:dash.harvard.edu:1/4723673,membrane protein,1367
oai:dash.harvard.edu:1/4723673,lipid-protein interactions,1368
oai:dash.harvard.edu:1/4723673,electron crystallography,1314
oai:dash.harvard.edu:1/4723673,x-ray crystallography,11035
oai:dash.harvard.edu:1/4723673,Aquaporin-0,1370
oai:dash.harvard.edu:1/3228853,DNA repair,1371
oai:dash.harvard.edu:1/3228853,asexual reproduction,1372
oai:dash.harvard.edu:1/3228853,anhydrobiosis,1373
oai:dash.harvard.edu:1/3228853,desiccation,1374
oai:dash.harvard.edu:1/3160487,small micromeres,1375
oai:dash.harvard.edu:1/3160487,sea urchin,1376
oai:dash.harvard.edu:1/3160487,vasa,1377
oai:dash.harvard.edu:1/3203268,hypothesis testing,1378
oai:dash.harvard.edu:1/3203268,speciation,466
oai:dash.harvard.edu:1/3203268,hybridization,1379
oai:dash.harvard.edu:1/3203268,host use,1380
oai:dash.harvard.edu:1/3203268,conifer sawflies,1381
oai:dash.harvard.edu:1/3203268,Diprionidae,1382
oai:dash.harvard.edu:1/3153294,helitron,1383
oai:dash.harvard.edu:1/3153294,foldback,1384
oai:dash.harvard.edu:1/3153294,hAT,1385
oai:dash.harvard.edu:1/3153294,piggyBac,1386
oai:dash.harvard.edu:1/3153294,mariner,1387
oai:dash.harvard.edu:1/3168793,scientific realism,1388
oai:dash.harvard.edu:1/3168793,platonism,1389
oai:dash.harvard.edu:1/3168793,mathematics,6824
oai:dash.harvard.edu:1/3168793,fictions,1390
oai:dash.harvard.edu:1/3168793,models,1391
oai:dash.harvard.edu:1/3204583,evolutionary transitions,1392
oai:dash.harvard.edu:1/3204583,kin selection,520
oai:dash.harvard.edu:1/3204583,multilevel selection,1393
oai:dash.harvard.edu:1/3204583,reaction norm,1394
oai:dash.harvard.edu:1/3204583,complexity,9485
oai:dash.harvard.edu:1/3204583,altruism,1396
oai:dash.harvard.edu:1/4696187,crime,9910
oai:dash.harvard.edu:1/4696187,imagery,1398
oai:dash.harvard.edu:1/4696187,social cognition,10193
oai:dash.harvard.edu:1/4696187,implicit attitudes,1400
oai:dash.harvard.edu:1/4696187,IAT,1401
oai:dash.harvard.edu:1/4696187,stereotypes,1402
oai:dash.harvard.edu:1/3228648,traits,1403
oai:dash.harvard.edu:1/3228648,learning,7321
oai:dash.harvard.edu:1/3228648,followers,1405
oai:dash.harvard.edu:1/3228648,leaders,1406
oai:dash.harvard.edu:1/3228648,leadership theory,1407
oai:dash.harvard.edu:1/3157889,classical conditioning,1408
oai:dash.harvard.edu:1/3157889,fear,1409
oai:dash.harvard.edu:1/3157889,reward,1410
oai:dash.harvard.edu:1/3157889,amygdala,1411
oai:dash.harvard.edu:1/3157889,fMRI,7160
oai:dash.harvard.edu:1/3157889,emotion,1412
oai:dash.harvard.edu:1/3160488,emotion,1412
oai:dash.harvard.edu:1/3160488,face perception,1413
oai:dash.harvard.edu:1/3160488,fMRI,7160
oai:dash.harvard.edu:1/3160488,superior temporal sulcus (STS),1414
oai:dash.harvard.edu:1/3160488,social cognition,10193
oai:dash.harvard.edu:1/3160488,schizophrenia,8239
oai:dash.harvard.edu:1/3160488,amygdala,1411
oai:dash.harvard.edu:1/3160488,theory of mind,9264
oai:dash.harvard.edu:1/3160488,joint attention,1417
oai:dash.harvard.edu:1/3160488,autism,8945
oai:dash.harvard.edu:1/3157890,empathy,1419
oai:dash.harvard.edu:1/3157890,social functioning,8552
oai:dash.harvard.edu:1/3157890,mentalizing,1421
oai:dash.harvard.edu:1/3157890,fMRI,7160
oai:dash.harvard.edu:1/3157890,mirror neurons,1422
oai:dash.harvard.edu:1/3157890,simulation,8136
oai:dash.harvard.edu:1/3157890,emotion recognition,1423
oai:dash.harvard.edu:1/3157890,theory of mind,9264
oai:dash.harvard.edu:1/3203283,facial affect,1424
oai:dash.harvard.edu:1/3203283,personality,1425
oai:dash.harvard.edu:1/3203283,emotion,1412
oai:dash.harvard.edu:1/3203283,memory,7317
oai:dash.harvard.edu:1/3203283,social learning,580
oai:dash.harvard.edu:1/3203283,fMRI,7160
oai:dash.harvard.edu:1/3157891,affect recognition,1426
oai:dash.harvard.edu:1/3157891,social dysfunction index,1427
oai:dash.harvard.edu:1/3157891,non-verbal communication,1428
oai:dash.harvard.edu:1/3157891,prosody,9039
oai:dash.harvard.edu:1/3157891,face perception,1413
oai:dash.harvard.edu:1/3197694,self-injury,1430
oai:dash.harvard.edu:1/3197694,child abuse,1431
oai:dash.harvard.edu:1/3197694,suicide,8955
oai:dash.harvard.edu:1/3197694,self-harm,1206
oai:dash.harvard.edu:1/3197694,criticism,332
oai:dash.harvard.edu:1/3197694,self-mutilation,1205
oai:dash.harvard.edu:1/3201599,perceived criticism,1433
oai:dash.harvard.edu:1/3201599,Five Minute Speech Sample (FMSS),1434
oai:dash.harvard.edu:1/3201599,rating scales,1435
oai:dash.harvard.edu:1/3201599,assessment,1436
oai:dash.harvard.edu:1/3201599,expressed emotion,1437
oai:dash.harvard.edu:1/3197695,cognitive biases,1438
oai:dash.harvard.edu:1/3197695,obsessive-compulsive disorder,1439
oai:dash.harvard.edu:1/3197695,hoarding,1440
oai:dash.harvard.edu:1/3197695,indecisiveness,1441
oai:dash.harvard.edu:1/3197695,underinclusiveness,1442
oai:dash.harvard.edu:1/3196340,precautionary saving,1443
oai:dash.harvard.edu:1/3196340,social security,1444
oai:dash.harvard.edu:1/3196340,overlapping generations,1445
oai:dash.harvard.edu:1/3342976,recognition,1446
oai:dash.harvard.edu:1/3342976,self-knowledge,1447
oai:dash.harvard.edu:1/3342976,estrangement,1448
oai:dash.harvard.edu:1/3342976,epistemology,342
oai:dash.harvard.edu:1/3342976,authority,1449
oai:dash.harvard.edu:1/3163263,strategic asset allocation,1450
oai:dash.harvard.edu:1/3163263,predictability,1335
oai:dash.harvard.edu:1/3163263,portfolio choice,1340
oai:dash.harvard.edu:1/3163263,intertemporal hedging demand,1344
oai:dash.harvard.edu:1/3224739,behavioral inhibition,1451
oai:dash.harvard.edu:1/3224739,child development,6088
oai:dash.harvard.edu:1/3224739,anxiety disorders,1453
oai:dash.harvard.edu:1/3224739,individual differences,1454
oai:dash.harvard.edu:1/3203646,cardiac physiology,1455
oai:dash.harvard.edu:1/3203646,infant temperament,1456
oai:dash.harvard.edu:1/3203646,behavioral inhibition,1451
oai:dash.harvard.edu:1/3163261,yield curves,1457
oai:dash.harvard.edu:1/3163261,real interest rates,1458
oai:dash.harvard.edu:1/3163261,inflation expectations,1459
oai:dash.harvard.edu:1/3163261,index-linked bonds,1460
oai:dash.harvard.edu:1/3196341,long-horizon regressions,1461
oai:dash.harvard.edu:1/3196341,power,1462
oai:dash.harvard.edu:1/3196341,approximate slope,1463
